IR0_cam,IR1_cam,IR2_cam,IR3_cam,IR0_meas,IR1_meas,IR2_meas,IR3_meas
13.06,0.49,17.25,15.15,286.0,273.0,964.0,373.0
13.07,0.49,17.26,15.17,286.0,273.0,964.0,372.0
13.03,0.53,17.41,15.3,286.0,273.0,964.0,372.0
13.03,0.53,17.41,15.3,285.0,272.0,964.0,371.0
11.84,0.58,17.59,15.47,286.0,273.0,964.0,372.0
12.94,0.53,17.42,15.31,284.0,272.0,964.0,373.0
13.03,0.53,17.41,15.3,284.0,272.0,964.0,373.0
12.94,0.53,17.42,15.31,283.0,272.0,964.0,373.0
13.07,0.49,17.26,15.17,283.0,272.0,964.0,373.0
12.57,0.32,16.65,14.61,283.0,272.0,964.0,373.0
12.48,0.29,16.54,14.51,291.0,273.0,967.0,369.0
14.59,2.36,14.59,12.55,291.0,273.0,967.0,369.0
14.57,2.35,14.57,12.54,310.0,307.0,962.0,310.0
16.54,2.32,12.48,12.48,310.0,307.0,962.0,310.0
18.65,2.35,10.5,12.54,332.0,361.0,959.0,272.0
18.57,2.32,10.45,12.48,332.0,361.0,959.0,272.0
18.55,4.35,10.44,10.44,346.0,402.0,957.0,258.0
10.32,3.41,14.93,14.93,346.0,401.0,957.0,258.0
1.44,4.93,18.32,20.73,185.0,230.0,930.5,964.5
1.55,4.59,18.7,21.15,185.0,230.0,930.0,965.0
1.53,4.66,18.62,21.06,185.0,229.0,930.0,965.0
1.53,4.66,18.62,21.06,184.0,229.0,930.0,965.0
3.92,8.27,16.08,20.94,184.0,229.0,930.0,965.0
6.26,12.09,13.5,20.73,188.0,238.0,477.0,717.0
6.4,1.09,17.17,17.17,188.0,238.0,477.0,717.0
11.84,0.58,15.47,15.47,276.0,302.0,963.0,315.0
11.84,0.58,15.47,15.47,276.0,302.0,963.0,315.0
14.33,0.49,15.15,15.15,284.0,305.0,966.0,320.0
14.19,0.49,15.17,15.17,284.0,305.0,965.0,320.0
14.91,0.41,14.91,14.91,284.0,305.0,965.0,320.0
15.02,0.45,15.02,15.02,285.0,305.0,966.0,319.0
15.03,0.45,15.03,15.03,285.0,305.0,966.0,319.0
15.02,0.45,15.02,15.02,285.0,305.0,966.0,319.0
15.02,0.45,15.02,15.02,285.0,305.0,966.0,320.0
15.02,0.45,15.02,15.02,285.0,305.0,966.0,319.0
14.8,0.38,14.8,14.8,285.0,305.0,966.0,319.0
11.82,0.58,15.47,15.47,285.0,305.0,966.0,319.0
10.01,0.69,15.82,15.82,274.0,295.0,965.0,324.0
11.84,0.58,15.47,15.47,274.0,295.0,965.0,324.0
11.84,0.58,15.47,15.47,273.5,295.0,965.0,324.0
14.19,0.49,15.17,15.17,274.0,295.0,965.0,324.0
12.94,0.53,15.31,15.31,279.0,298.0,966.0,326.0
17.42,2.64,13.2,13.2,279.0,298.0,966.0,326.0
17.42,2.64,13.2,13.2,310.5,354.0,960.0,276.0
17.25,2.58,13.06,13.06,311.0,355.0,960.0,276.0
14.33,0.49,15.15,15.15,344.0,347.0,965.0,367.0
14.33,0.49,15.15,15.15,345.0,348.0,965.0,368.0
14.41,0.26,14.41,14.41,344.0,345.0,969.0,370.0
14.51,0.29,14.51,14.51,344.0,345.0,969.0,370.0
14.5,0.29,14.5,14.5,344.0,345.0,969.0,370.0
14.48,0.28,14.48,14.48,344.0,344.5,969.0,370.5
14.5,0.29,14.5,14.5,343.0,344.0,969.0,370.0
14.5,0.29,14.5,14.5,342.0,344.0,969.0,369.0
16.61,0.31,12.54,14.57,344.0,345.0,969.0,370.0
16.47,2.3,12.42,12.42,362.5,400.5,962.0,322.5
16.45,2.29,12.4,12.4,362.0,400.0,962.0,322.0
14.43,0.27,14.43,14.43,346.5,356.0,965.0,349.5
14.43,0.27,14.43,14.43,346.0,356.0,965.0,349.0
14.43,0.27,14.43,14.43,340.5,341.0,969.0,369.0
14.37,0.25,14.37,14.37,340.0,341.0,969.0,369.0
14.37,0.25,14.37,14.37,339.0,340.0,969.0,368.5
14.41,0.26,14.41,14.41,336.0,338.0,969.0,367.0
14.43,0.27,14.43,14.43,336.0,338.0,969.0,367.0
14.43,0.27,14.43,14.43,335.5,337.0,969.0,367.0
14.37,0.25,14.37,14.37,336.0,338.0,969.0,367.0
14.37,0.25,14.37,14.37,334.5,337.0,969.0,366.5
14.37,0.25,14.37,14.37,334.0,337.0,969.0,366.0
14.35,0.25,14.35,14.35,333.0,336.0,969.0,365.0
14.37,0.25,14.37,14.37,332.0,335.0,969.0,364.0
16.38,0.25,12.35,14.37,340.0,358.0,964.0,335.0
16.32,0.23,12.29,14.3,339.0,358.0,964.0,335.0
18.28,2.23,10.25,12.26,357.5,433.0,961.0,298.0
18.33,2.24,10.28,12.29,357.0,432.0,961.0,298.0
4.19,1.71,16.72,19.22,357.0,432.0,961.0,298.0
3.92,1.83,17.08,19.62,234.0,310.0,958.0,639.0
7.07,4.41,17.18,17.18,233.0,309.0,958.0,639.0
6.76,4.58,14.96,17.55,264.0,338.0,946.0,385.5
7.07,4.41,14.63,17.18,263.0,337.0,946.0,385.0
9.64,7.33,15.2,15.2,310.0,379.0,701.5,310.0
9.64,7.33,15.2,15.2,310.0,379.0,701.0,310.0
9.89,7.17,14.96,14.96,266.5,346.0,897.0,364.5
9.52,7.4,15.32,15.32,266.0,345.0,897.0,364.0
3.32,2.17,18.1,20.75,227.0,303.0,957.0,697.0
3.39,2.12,17.96,20.6,226.5,302.5,957.0,696.5
3.62,1.98,17.55,20.15,226.0,301.5,958.0,719.0
3.39,2.12,17.96,20.6,224.5,301.0,957.0,718.5
2.68,2.69,19.66,22.49,225.0,301.0,957.0,719.0
3.11,2.31,18.54,21.24,222.5,294.0,955.0,839.0
3.04,2.37,18.7,21.43,222.0,294.0,955.0,841.0
2.86,2.52,19.17,21.95,221.0,293.0,955.0,840.5
2.75,2.62,19.47,22.28,217.0,291.0,955.0,865.0
2.68,2.69,19.66,22.49,220.0,291.0,955.0,863.0
2.75,2.62,19.47,22.28,220.0,292.0,955.0,863.0
2.68,2.69,19.66,22.49,218.5,290.0,955.0,862.0
2.75,2.62,19.47,22.28,218.0,290.0,955.0,862.0
2.75,2.62,19.47,22.28,217.0,289.5,955.0,861.5
2.75,2.62,19.47,22.28,216.0,289.0,955.0,861.0
2.59,2.79,19.96,22.82,216.0,289.0,955.0,861.0
2.86,2.52,19.17,21.95,215.0,287.0,954.0,883.0
5.74,5.3,19.17,19.17,215.0,287.0,954.0,883.0
6.02,5.07,15.93,18.65,217.0,310.0,833.0,447.0
8.86,7.88,16.08,16.08,217.0,310.0,833.0,447.0
11.16,11.18,13.99,14.01,265.5,328.0,525.0,321.0
10.7,11.69,13.45,14.6,265.0,327.0,525.0,321.0
16.03,2.93,14.17,13.85,255.5,375.0,732.0,294.5
15.21,3.54,9.7,15.21,245.0,423.0,939.0,268.0
17.12,3.37,10.59,14.82,247.0,428.0,945.0,257.0
17.12,3.37,10.59,14.82,246.0,427.0,945.0,256.0
19.41,3.37,10.59,14.82,250.0,437.0,949.0,248.0
19.67,3.46,10.07,15.04,251.5,448.5,950.0,243.0
19.41,3.37,10.59,14.82,253.0,461.0,950.5,239.0
14.21,2.2,14.21,12.21,253.0,461.0,950.0,239.0
11.72,3.19,18.93,14.43,237.5,273.0,960.0,366.0
12.48,3.1,18.67,14.22,237.0,272.0,960.0,366.0
11.72,3.19,18.93,14.43,239.0,272.0,960.0,367.0
9.84,3.51,19.8,15.15,239.0,272.0,960.0,367.0
9.3,3.63,20.14,15.42,230.0,266.5,959.0,370.0
9.84,3.51,19.8,15.15,230.0,266.0,959.0,370.0
9.74,3.53,19.86,15.19,228.5,266.0,959.0,368.0
10.88,0.63,17.78,15.63,228.0,266.0,959.0,368.0
12.72,0.37,16.84,14.78,313.0,275.0,966.0,414.0
12.63,0.34,16.73,14.68,312.0,275.0,966.0,413.0
12.72,2.43,16.84,12.72,319.0,284.0,963.0,379.0
9.25,0.74,18.19,16.01,319.0,283.0,963.0,379.0
8.55,0.81,18.42,16.22,256.5,268.0,962.0,399.0
10.01,0.69,17.98,15.82,256.0,268.0,962.0,399.0
14.24,2.93,16.01,13.83,307.0,288.0,958.0,341.0
14.24,2.93,16.01,13.83,307.0,288.0,958.0,341.0
4.82,6.36,18.1,18.1,221.0,235.0,881.0,967.0
1.38,5.13,18.13,15.74,221.0,235.0,881.0,967.0
1.3,5.43,17.86,15.49,220.0,235.0,881.5,967.0
3.66,9.18,15.49,15.49,221.0,235.0,882.0,967.0
5.9,13.44,12.93,15.27,227.0,253.5,437.0,786.0
3.69,9.06,15.56,15.56,223.0,240.0,612.5,959.0
3.56,9.59,15.27,15.27,223.0,240.0,610.5,959.0
5.9,13.44,12.93,15.27,223.0,240.0,611.0,959.0
5.81,13.88,12.78,15.1,232.0,277.0,359.0,628.0
9.3,3.63,20.14,15.42,232.0,277.0,359.0,628.0
10.21,0.2,18.21,14.21,287.0,258.0,967.0,449.0
10.2,0.2,18.2,14.2,287.0,258.0,967.0,449.0
12.2,2.2,16.2,12.2,296.0,273.0,963.0,372.0
5.02,13.13,12.03,6.09,440.0,240.0,380.0,722.0
4.89,10.24,15.31,6.26,428.0,218.5,442.0,914.5
4.89,10.24,15.31,6.26,429.0,218.0,444.0,919.0
4.89,12.91,12.29,6.26,432.5,240.0,380.5,726.5
4.89,12.91,12.29,6.26,433.0,240.0,380.0,727.0
0.2,4.21,28.22,10.21,427.0,217.0,658.5,852.5
0.2,4.21,28.22,10.21,420.0,194.0,937.0,978.0
0.21,4.21,28.25,10.22,420.0,194.0,937.0,978.0
0.21,4.21,28.25,10.22,420.0,194.0,937.0,978.0
0.21,4.21,28.25,10.22,420.5,194.0,937.0,978.0
0.21,4.21,28.25,10.22,420.0,194.0,937.0,978.0
0.21,4.21,28.25,10.22,420.0,194.0,937.0,978.0
2.2,4.21,26.22,10.21,445.0,196.0,929.0,967.0
2.2,4.21,26.22,10.21,445.0,196.0,929.0,967.5
4.21,6.22,24.24,8.22,445.0,195.0,929.0,967.0
4.2,6.2,24.2,8.2,497.0,203.0,849.0,945.0
3.95,6.38,22.21,8.21,497.0,203.0,849.0,945.0
4.15,7.65,16.59,1.66,956.0,225.0,430.5,866.5
4.15,7.65,16.59,1.66,956.0,225.0,430.0,868.0
4.14,7.45,16.78,1.73,956.0,225.0,430.0,867.0
4.15,7.65,16.59,1.66,955.5,224.0,441.0,875.5
4.07,7.87,16.4,1.6,955.0,224.0,441.0,874.0
3.81,8.65,15.82,1.41,959.0,228.0,410.0,908.0
3.81,8.65,15.82,1.41,959.5,228.0,410.0,908.0
5.25,12.61,13.26,1.35,956.0,249.0,329.0,701.0
5.57,13.16,13.03,1.26,956.0,249.0,329.0,701.0
2.87,14.95,13.71,0.7,967.0,277.5,251.5,894.0
2.81,15.79,13.58,0.66,967.0,277.0,252.0,893.0
2.76,16.7,13.46,0.62,967.0,277.0,252.0,893.0
2.81,15.81,13.58,0.66,967.0,278.0,251.0,900.0
3.13,12.21,14.29,0.9,964.0,240.0,336.0,946.0
3.37,10.59,14.82,1.07,947.0,246.5,336.5,946.0
3.93,8.26,16.09,1.5,960.0,221.0,466.0,956.0
3.81,8.65,15.82,1.41,960.0,221.0,466.0,956.0
3.89,8.38,16.0,1.47,959.0,218.0,499.0,957.0
3.93,8.26,16.09,1.5,959.0,218.0,499.0,957.0
3.81,8.65,15.82,1.41,959.0,218.0,499.0,957.0
3.93,8.26,16.09,1.5,959.0,218.0,499.0,957.0
3.73,8.93,15.64,1.35,959.0,218.5,496.0,957.0
3.93,8.26,16.09,1.5,959.0,218.0,496.0,957.0
3.81,8.65,15.82,1.41,959.0,218.0,496.0,957.0
3.93,8.26,16.09,1.5,959.0,218.0,496.0,957.0
2.54,2.84,21.99,2.54,959.0,218.0,496.0,957.0
2.54,2.84,21.99,2.54,791.5,193.0,912.0,959.0
3.03,5.97,18.74,2.38,751.5,197.0,779.0,953.0
3.03,5.97,18.74,2.38,711.0,201.0,644.0,947.0
1.15,6.1,17.36,1.15,711.0,201.0,644.0,947.0
1.19,5.91,17.49,1.19,963.0,223.0,449.0,959.0
3.54,9.7,15.21,1.2,963.0,223.0,448.0,959.0
5.75,14.19,12.68,1.13,958.0,255.0,297.5,792.0
3.37,10.59,14.82,1.07,958.0,255.0,298.0,792.0
1.2,5.83,17.55,1.2,963.0,217.0,527.0,962.0
1.28,5.48,17.82,1.28,963.0,217.0,528.0,962.0
1.35,5.25,18.02,1.35,962.0,217.0,540.0,961.5
1.35,5.25,18.02,1.35,962.0,217.0,540.0,962.0
1.26,5.57,17.74,1.26,962.0,217.0,540.0,962.0
1.26,5.57,17.74,1.26,962.0,217.0,541.0,962.0
1.35,5.25,18.02,1.35,962.0,217.0,541.0,962.0
1.32,5.35,17.93,1.32,962.0,217.0,541.0,962.0
1.26,5.57,17.74,1.26,962.0,217.0,542.5,962.0
1.26,5.57,17.74,1.26,962.0,217.0,544.0,962.0
3.69,9.06,15.56,1.32,962.0,217.0,544.0,962.0
5.75,14.19,12.68,3.44,956.0,247.0,321.0,818.0
2.71,17.76,13.34,0.58,956.0,247.0,321.0,818.0
2.76,16.7,13.46,0.62,966.0,270.0,251.0,950.0
2.71,17.76,13.34,0.58,966.0,270.0,251.0,950.0
2.76,16.7,13.46,0.62,965.5,268.0,252.5,951.0
2.81,15.81,13.58,0.66,965.0,268.0,253.0,951.0
4.96,21.21,11.42,0.66,965.0,268.0,253.0,951.0
4.9,22.32,11.32,0.62,966.0,356.0,240.0,676.0
2.71,17.65,13.35,0.58,966.0,295.0,240.0,887.0
4.77,25.15,11.11,0.54,966.0,295.0,240.0,887.0
1.8,1.8,26.75,3.97,425.5,189.0,951.0,964.0
1.68,1.68,27.69,4.25,425.5,189.0,951.0,964.0
1.68,1.68,27.69,4.25,410.0,189.0,951.0,964.0
1.65,1.65,27.94,4.32,410.0,189.5,952.0,964.0
1.65,1.65,27.94,4.32,409.5,189.0,951.0,964.0
1.68,1.68,27.69,4.25,409.0,190.0,952.0,964.0
1.68,1.68,27.69,4.25,410.0,190.0,952.0,964.0
1.68,1.68,27.69,4.25,402.0,190.0,952.0,964.0
1.65,1.65,27.94,4.32,402.0,190.0,952.0,964.0
1.56,1.56,28.73,4.56,402.0,190.0,952.0,964.0
4.34,4.34,23.5,7.22,318.5,191.0,795.0,954.0
4.25,4.25,23.95,7.42,319.0,191.0,795.0,954.0
1.8,4.34,23.5,3.97,379.0,189.0,944.5,961.0
0.88,0.88,32.05,7.86,379.0,189.0,944.0,961.0
0.49,0.49,29.82,14.33,296.0,199.0,959.0,974.0
0.49,0.49,29.82,14.33,296.0,199.0,960.0,974.0
2.64,2.64,27.96,13.19,313.0,202.0,953.0,962.0
2.7,2.7,28.19,13.32,313.0,201.0,953.0,962.0
0.58,0.58,30.34,11.89,313.0,201.0,953.0,962.0
0.53,0.53,30.09,12.94,294.0,199.0,959.0,973.0
0.34,0.34,29.02,14.68,294.0,199.0,959.0,973.0
0.22,0.22,28.31,14.27,292.0,199.0,961.0,976.0
2.28,0.26,26.54,14.41,292.0,199.0,961.0,976.0
2.32,2.32,26.67,12.47,317.0,202.5,957.5,962.0
2.29,2.29,26.56,12.4,317.0,202.0,958.0,962.0
4.44,2.39,24.92,12.63,348.0,210.0,953.0,892.0
6.49,2.39,22.87,12.63,348.0,210.0,953.0,892.0
2.31,3.12,21.23,5.01,348.0,210.0,953.0,892.0
2.38,3.03,21.47,5.11,412.0,197.0,875.0,905.0
2.54,2.84,21.99,5.32,412.0,197.0,875.0,906.0
2.47,2.92,21.75,5.22,412.0,196.0,875.0,906.0
2.03,3.54,20.3,4.64,412.0,196.0,875.0,906.0
2.31,3.12,21.23,5.01,434.0,198.0,841.0,903.0
2.56,2.82,22.06,5.35,434.0,198.0,842.0,903.0
2.31,3.12,21.23,5.01,434.0,198.0,841.0,903.0
2.38,3.03,21.47,5.11,434.0,198.0,841.0,903.0
2.31,3.12,21.23,5.01,434.0,198.0,842.0,902.0
2.31,3.12,21.23,5.01,434.0,192.0,801.0,896.0
2.17,3.32,20.75,4.82,434.0,198.0,842.0,902.0
1.73,4.14,19.29,4.23,434.0,198.0,842.0,902.0
1.73,4.14,19.29,4.23,503.0,204.0,726.0,928.0
1.77,4.03,19.44,4.3,500.5,204.0,729.0,926.0
2.61,2.76,22.24,5.41,500.0,204.0,729.0,926.0
3.71,1.94,25.89,6.88,289.0,192.0,949.0,915.0
3.47,2.07,25.1,6.56,289.0,191.0,949.0,915.0
3.54,2.03,25.34,6.65,288.0,192.0,949.0,916.0
3.47,2.07,25.1,6.56,288.0,192.0,949.0,916.0
6.56,4.69,22.01,9.65,282.0,193.0,836.5,786.0
6.65,4.64,22.22,9.77,276.0,194.0,722.0,655.0
6.82,4.29,23.73,10.6,271.0,191.0,935.0,789.0
6.98,4.46,22.95,10.17,271.0,191.0,935.0,791.0
1.47,4.84,18.42,3.89,659.0,218.5,567.0,957.0
1.41,5.04,18.22,3.81,659.0,218.5,567.0,957.0
1.32,5.35,17.93,3.69,660.0,219.0,567.0,957.0
1.84,3.89,19.67,4.39,659.0,218.0,567.0,957.0
1.77,4.03,19.44,4.3,535.0,205.0,744.0,949.0
1.73,4.14,19.29,4.23,535.0,205.0,744.0,949.0
1.77,4.03,19.44,4.3,535.0,205.0,744.5,949.0
1.84,3.89,19.67,4.39,535.0,205.0,745.0,949.0
2.09,3.44,20.51,4.72,462.5,198.0,878.0,940.0
2.31,3.12,21.23,5.01,465.0,198.0,871.0,940.0
2.17,3.32,20.75,4.82,465.0,198.0,871.0,940.0
1.66,4.29,19.08,4.15,465.0,198.0,871.0,940.0
1.5,4.74,18.52,3.93,605.0,210.0,678.0,955.0
1.44,4.93,18.32,3.85,605.0,210.0,678.0,955.0
1.5,4.74,18.52,3.93,605.0,210.0,679.0,955.0
1.5,4.74,18.52,3.93,605.0,210.0,678.0,955.0
4.15,7.65,16.59,6.64,491.0,229.0,422.0,668.0
4.23,7.45,16.78,6.74,491.0,229.0,422.0,669.0
0.23,0.23,28.38,14.3,277.0,200.5,963.0,971.5
0.2,0.2,28.22,14.21,277.0,201.0,963.0,971.5
0.21,0.21,28.24,14.22,277.0,201.0,963.0,972.0
0.2,0.2,28.22,14.21,277.0,201.0,963.0,972.0
2.23,0.22,26.31,14.27,296.0,206.0,960.0,959.0
4.21,0.2,24.22,14.22,296.0,206.0,960.0,959.0
2.7,0.58,28.22,15.46,296.0,206.0,960.0,959.0
2.77,0.63,28.48,15.63,275.5,204.0,959.0,964.0
2.77,0.63,28.5,15.63,275.0,204.0,959.0,964.0
4.92,2.77,26.35,13.49,291.0,205.0,954.0,943.0
5.01,2.85,26.63,13.66,291.0,205.0,954.0,943.0
5.11,2.93,26.92,13.83,302.0,206.0,948.0,801.0
2.23,0.22,26.31,14.27,302.0,206.0,948.0,801.0
1.17,1.17,6.01,17.42,199.0,434.0,953.0,959.0
3.66,1.3,5.43,17.86,199.0,434.0,953.0,959.0
5.84,1.19,5.91,17.49,198.0,474.0,953.0,618.0
5.81,1.17,6.01,17.42,199.0,474.0,953.0,618.0
3.42,1.11,6.27,17.25,198.0,453.0,951.0,847.0
5.84,1.19,5.91,17.49,198.0,454.0,952.0,847.0
5.93,1.24,5.67,17.67,194.0,508.0,953.0,582.0
12.62,0.34,2.39,28.99,194.0,508.0,953.0,582.0
12.23,0.21,2.21,28.26,168.0,943.0,965.0,412.0
12.2,0.2,2.2,28.2,168.0,943.0,965.0,412.0
12.2,0.2,2.2,28.2,168.0,943.0,965.0,412.5
12.21,0.2,2.21,28.23,168.0,943.0,965.0,412.5
12.2,0.2,2.2,28.2,169.0,943.0,965.0,413.0
10.24,0.22,4.23,28.29,166.5,887.5,966.0,418.0
10.24,0.22,4.23,28.29,164.0,832.0,967.0,423.0
10.24,0.22,4.23,28.29,164.0,828.5,967.0,426.0
10.22,0.21,4.21,28.25,164.0,825.5,967.0,429.0
10.25,0.22,4.23,28.31,164.0,825.0,967.0,429.0
10.24,0.21,4.22,28.28,167.0,760.0,968.0,484.0
10.25,0.22,4.23,28.31,167.0,760.0,968.0,484.0
10.23,0.21,4.22,28.26,167.0,760.0,968.0,484.0
10.28,0.23,4.25,28.38,167.0,760.0,968.0,484.0
10.32,0.25,4.28,28.46,167.0,760.0,968.0,484.0
10.28,0.23,4.25,28.38,167.0,753.0,968.0,488.0
10.28,0.23,4.25,28.38,167.0,753.0,968.0,488.0
10.28,0.23,4.25,28.38,167.0,753.0,968.0,488.0
10.28,0.23,4.25,28.38,170.0,938.0,963.0,421.0
10.33,0.25,4.28,28.48,170.0,938.0,963.0,421.0
10.28,0.23,4.25,28.38,167.0,754.0,968.0,485.0
10.28,0.23,4.25,28.38,167.0,754.0,968.0,485.0
10.31,0.24,4.27,28.44,167.0,754.0,968.0,485.0
10.28,0.23,4.25,28.38,167.0,749.0,967.5,490.0
10.28,0.23,4.25,28.38,167.0,749.0,968.0,490.0
10.28,0.23,4.25,28.38,167.0,749.0,968.0,490.0
10.28,0.23,4.25,28.38,167.0,749.0,968.0,490.0
10.28,0.23,4.25,28.38,167.0,749.0,968.0,490.0
10.2,0.2,4.2,28.2,167.0,749.0,968.0,490.0
10.2,0.2,4.2,28.21,164.0,647.0,969.0,507.0
8.22,0.21,6.22,28.25,164.0,647.0,969.0,507.0
10.2,0.2,4.2,28.21,164.0,647.0,969.0,507.0
8.34,0.26,6.32,28.54,170.0,646.0,969.0,507.0
8.4,0.29,6.37,28.69,157.0,556.5,967.0,479.0
8.43,0.3,6.4,28.76,157.0,556.0,967.0,479.0
8.4,0.29,6.37,28.69,157.0,557.0,967.0,479.0
10.52,0.32,4.4,28.88,157.0,557.0,967.0,479.0
7.31,26.96,9.49,5.12,710.5,488.0,272.0,545.0
4.2,22.21,10.2,6.2,711.0,488.0,272.0,545.0
4.63,1.54,28.43,15.06,245.5,198.0,954.0,630.0
4.97,1.43,27.92,15.73,246.0,198.0,954.0,629.0
7.7,4.13,24.57,14.44,256.5,199.0,916.5,557.0
8.11,3.98,25.49,15.06,267.0,201.0,877.0,484.5
0.47,14.77,15.11,6.75,267.0,201.0,877.0,484.0
0.47,14.77,15.11,6.75,541.5,246.0,283.0,973.0
0.47,14.77,15.11,6.75,542.0,246.0,283.0,973.0
0.5,13.8,15.21,6.81,541.0,246.0,283.0,973.0
